time, light, accx, accy, accz,
265.056, 1, -0.0322181, 0.0478267, 9.82273, 
265.088, 1, -0.0753291, -0.045713, 9.73578, 
265.12, 1, -0.0238045, -0.0409712, 9.81508, 
265.152, 1, -0.072218, 0.0797783, 9.76912, 
265.184, 1, 0.00570712, -0.00293749, 9.76509, 
265.216, 1, 0.0599272, 0.106779, 9.83968, 
265.248, 1, -0.0606532, -0.067734, 9.82644, 
265.28, 1, 0.0318579, -0.0254767, 9.91235, 
265.312, 1, 0.00640287, 0.0316937, 9.83572, 
265.344, 1, -0.070509, 0.0466238, 9.80783, 
265.376, 1, 0.0214393, -0.0531291, 9.86642, 
265.408, 1, -0.0733667, -0.00250984, 9.7937, 
265.44, 1, -0.014198, 0.0293957, 9.67279, 
265.472, 1, 0.0396606, 0.0491615, 9.75741, 
265.504, 1, 0.0343372, 0.0516417, 9.78602, 
265.536, 1, 0.0199685, 0.0243685, 9.90795, 
265.568, 1, 0.0657119, 0.045812, 9.78509, 
265.6, 1, -0.124649, -0.00165276, 9.82942, 
265.632, 1, -0.0110615, 0.0582299, 9.85733, 
265.664, 1, -0.0812479, 0.0364348, 9.78574, 
265.696, 1, -0.0159416, 0.048041, 9.76428, 
265.728, 1, 0.0722379, -0.0264666, 9.87392, 
265.76, 1, -0.0118522, -0.0368264, 9.82213, 
265.792, 1, -0.0431297, -0.0121771, 9.77878, 
265.824, 1, -0.074677, 0.0386099, 9.80363, 
265.856, 1, -0.0187075, 0.00384368, 9.74058, 
265.888, 1, 0.0718658, 0.0521861, 9.82165, 
265.92, 1, 0.0126099, -0.00375004, 9.779, 
265.952, 1, -0.0247057, -0.0124983, 9.82044, 
265.984, 1, 0.00622602, 0.0171361, 9.83573, 
266.016, 1, -0.0205554, 0.0364102, 9.83953, 
266.048, 1, 0.0414879, -0.0268908, 9.82119, 
266.08, 1, 0.00959115, -0.0848813, 9.80406, 
266.112, 1, 0.00475269, 0.0970653, 9.85419, 
266.144, 1, 0.0114127, 0.0785381, 9.74536, 
266.176, 1, -0.0278542, -0.0508215, 9.79554, 
266.208, 1, 0.0363392, 0.074033, 9.84215, 
266.24, 1, 0.009054, -0.0210211, 9.89017, 
266.272, 1, 0.0114611, 0.0598658, 9.84724, 
266.304, 1, 0.033594, -0.0862331, 9.74337, 
266.336, 1, 0.0782623, -0.0321915, 9.8243, 
266.368, 1, 0.00466152, -0.109167, 9.84498, 
266.4, 1, 0.0413053, 0.0557717, 9.84522, 
266.432, 1, 0.0339088, -0.0323077, 9.84004, 
266.464, 1, 0.00758918, -0.0454691, 9.77423, 
266.496, 1, -0.0866981, 0.0470418, 9.79206, 
266.528, 1, -0.00167506, -0.000441589, 9.80372, 
266.56, 1, -0.030836, 0.0311093, 9.77016, 
266.592, 1, -0.132868, 0.0822525, 9.79627, 
266.624, 1, -0.00255859, -0.0263373, 9.8202, 
266.656, 1, 0.0646681, 0.066347, 9.8424, 
266.688, 1, -0.0984724, 0.0771591, 9.78604, 
266.72, 1, 0.0102515, 0.000210658, 9.84104, 
266.752, 1, -0.00771425, -0.0319615, 9.81058, 
266.784, 1, 0.130559, 0.0729682, 9.83116, 
266.816, 1, 0.0624573, 0.0220788, 9.82718, 
266.848, 1, 0.0153112, -0.00602306, 9.83021, 
266.88, 1, 0.0670476, 0.0224622, 9.88211, 
266.912, 1, 0.121569, -0.0430027, 9.79489, 
266.944, 1, 0.0519452, -0.0578011, 9.80565, 
266.976, 1, 0.0131114, 0.0932964, 9.81535, 
267.008, 1, 0.00552932, 0.0957917, 9.81755, 
267.04, 1, 0.0234562, -0.067979, 9.75096, 
267.072, 1, -0.0454136, -0.0500535, 9.70914, 
267.104, 1, -0.11497, -0.0858934, 9.91778, 
267.136, 1, 0.0312959, -0.0494814, 9.85283, 
267.168, 1, -0.0320451, 0.0283043, 9.75364, 
267.2, 1, -0.00392202, -0.0443143, 9.79018, 
267.232, 1, 0.0496163, 0.0251224, 9.89365, 
267.264, 1, 0.00536659, -0.0069134, 9.82619, 
267.296, 1, -0.00996051, 0.0402317, 9.89066, 
267.328, 1, 0.0587325, 0.029919, 9.74253, 
267.36, 1, -0.0301598, -0.0976515, 9.74022, 
267.392, 1, 0.0168709, 0.0550113, 9.71959, 
267.424, 1, 0.0562863, -0.0149233, 9.79615, 
267.456, 1, -0.0290167, -0.0587005, 9.79594, 
267.488, 1, 0.00773463, 0.00518363, 9.8154, 
267.52, 1, -0.0205028, -0.0582086, 9.76927, 
267.552, 1, -0.0674674, -0.0494299, 9.8036, 
267.584, 1, -0.0103806, -0.0405036, 9.82472, 
267.616, 1, -0.00518156, -0.0307431, 9.80959, 
267.648, 1, -0.149928, 0.0245243, 9.91856, 
267.68, 1, -0.0483796, 0.0281082, 9.78387, 
267.712, 1, -0.0469255, 0.0762528, 9.80835, 
267.744, 1, -0.0652628, 0.0555026, 9.78163, 
267.776, 1, 0.0247172, 0.021891, 9.81415, 
267.808, 1, 0.0791355, -0.0481827, 9.71379, 
267.84, 1, 0.0283339, -0.0454614, 9.82575, 
267.872, 1, -0.0269326, 0.0423007, 9.80769, 
267.904, 1, 0.113424, -0.0301697, 9.88741, 
267.936, 1, -0.108582, -0.0336325, 9.78289, 
267.968, 1, -0.00721857, -0.0475125, 9.77617, 
268, 1, 0.0436394, 0.0685612, 9.76731, 
268.032, 1, -0.0244557, 0.0807262, 9.80255, 
268.064, 1, -0.0788938, -0.0865541, 9.74949, 
268.096, 1, 0.0548136, 0.0198427, 9.80723, 
268.128, 1, -0.0526423, -0.032995, 9.80706, 
268.16, 1, 0.0422964, 0.0465931, 9.77, 
268.192, 1, 0.0182635, 0.0663241, 9.74503, 
268.224, 1, -0.0393419, -0.0670527, 9.79113, 
268.256, 1, -0.0528619, -0.0413661, 9.84407, 
268.288, 1, -0.0811307, -0.0244329, 9.80265, 
268.32, 1, -0.0726959, -0.0148909, 9.7891, 
268.352, 1, 0.0234196, 0.0189278, 9.81532, 
268.384, 1, 0.0554335, -0.0587469, 9.80728, 
268.416, 1, -0.0729753, -0.0136026, 9.7941, 
268.448, 1, -0.0572091, -0.0473309, 9.82578, 
268.48, 1, -0.00988956, -0.0508259, 9.8306, 
268.512, 1, 0.00703801, 0.0126475, 9.88144, 
268.544, 1, -0.0493065, 0.0309789, 9.67314, 
268.576, 1, 0.0026877, 0.0541963, 9.72228, 
268.608, 1, 0.0324443, -0.01177, 9.88128, 
268.64, 1, -0.0333728, 0.0669257, 9.79279, 
268.672, 1, 0.0601142, -0.0182469, 9.87392, 
268.704, 1, 0.0289248, -0.0488635, 9.83975, 
268.736, 1, 0.0766698, -0.0592972, 9.90081, 
268.768, 1, -0.0147556, 0.0709893, 9.91013, 
268.8, 1, -0.0257267, -0.00148968, 9.69188, 
268.832, 1, -0.0231344, 0.0294625, 9.81871, 
268.864, 1, -0.0598232, -0.0364059, 9.69957, 
268.896, 1, 0.0134846, 0.0247185, 9.84938, 
268.928, 1, -0.0474981, -0.0210403, 9.84581, 
268.96, 1, -0.0449847, 0.0126862, 9.81275, 
268.992, 1, -0.00510699, 0.0219596, 9.87167, 
269.024, 1, 0.0143754, 0.0578062, 9.8083, 
269.056, 1, 0.0123678, 0.0159161, 9.75512, 
269.088, 1, -0.000624173, 0.0600418, 9.84997, 
269.12, 1, 0.0136961, -0.0346796, 9.81127, 
269.152, 1, -0.0226843, 0.0967848, 9.89856, 
269.184, 1, -0.0700646, 0.0335326, 9.87294, 
269.216, 1, -0.016011, 0.00912695, 9.81422, 
269.248, 1, -0.0464869, 0.0520895, 9.8988, 
269.28, 1, -0.117149, -0.0353492, 9.83741, 
269.312, 1, -0.0324554, -0.0489721, 9.78263, 
269.344, 1, 0.0225955, 0.0935703, 9.75034, 
269.376, 1, 0.0321349, 0.0560253, 9.75128, 
269.408, 1, -0.0282712, 0.0810265, 9.90673, 
269.44, 1, -0.0197087, 0.0145545, 9.81717, 
269.472, 1, 0.0609268, -0.0215525, 9.79281, 
269.504, 1, -0.00942136, 0.100376, 9.81848, 
269.536, 1, 0.0202557, 0.00273447, 9.811, 
269.568, 1, 0.0531341, -0.0285879, 9.86479, 
269.6, 1, 0.00338197, 0.0140622, 9.7949, 
269.632, 1, 0.0575139, -0.0307821, 9.78367, 
269.664, 1, -0.0199453, 0.00495543, 9.89831, 
269.696, 1, 0.0303833, -0.00747649, 9.74806, 
269.728, 1, -0.033925, -0.00448137, 9.82383, 
269.76, 1, 0.0627817, 0.070715, 9.857, 
269.792, 1, -0.0936956, -0.0350138, 9.76674, 
269.824, 1, -0.05001, -0.00734791, 9.78004, 
269.856, 1, 0.0327935, -0.103746, 9.77678, 
269.888, 1, -0.00598567, -0.0542786, 9.80255, 
269.92, 1, -0.00353343, 0.0311633, 9.77763, 
269.952, 1, -0.00578955, 0.0155281, 9.82457, 
269.984, 1, 0.0333451, -0.002847, 9.78602, 
270.016, 1, -0.00681172, 0.0795908, 9.74461, 
270.048, 1, -0.0867382, -0.0784947, 9.83128, 
270.08, 1, 0.0142414, 0.0255793, 9.74277, 
270.112, 1, -0.00435979, -0.0100487, 9.80067, 
270.144, 1, 0.078291, -0.0793587, 9.89626, 
270.176, 1, -0.0111488, 0.0589384, 9.72867, 
270.208, 1, -0.0277227, 0.0222307, 9.79897, 
270.24, 1, -0.0357853, 0.00971948, 9.82248, 
270.272, 1, -0.00530904, -0.0873898, 9.867, 
270.304, 1, 0.0150984, -0.0195447, 9.76128, 
270.336, 1, 0.0105188, -0.0519023, 9.77109, 
270.368, 1, 0.0176381, -0.0474924, 9.79847, 
270.4, 1, 0.00163561, 0.0137529, 9.80356, 
270.432, 1, 0.00422942, 0.0253081, 9.71752, 
270.464, 1, -0.0175764, -0.00793889, 9.75782, 
270.496, 1, 0.0104524, 0.0247825, 9.8813, 
270.528, 1, 0.0799303, 0.0541524, 9.81116, 
270.56, 1, -0.0298643, 0.00252816, 9.83705, 
270.592, 1, 0.0131805, 0.0277947, 9.78525, 
270.624, 1, 0.0674061, 0.0541489, 9.75784, 
270.656, 1, -0.00347287, -0.00217274, 9.83073, 
270.688, 1, -0.0328211, 0.020286, 9.83648, 
270.72, 1, -0.078497, 0.023479, 9.77498, 
270.752, 1, 0.0379155, -0.00341885, 9.8188, 
270.784, 1, -0.00275908, -0.0536603, 9.92415, 
270.816, 1, 0.058508, 0.109006, 9.87031, 
270.848, 1, -0.0330878, -0.00230601, 9.78217, 
270.88, 1, -0.0502176, 0.0713464, 9.87754, 
270.912, 1, -0.00567367, 0.00720328, 9.78872, 
270.944, 1, 0.0135794, 0.0451954, 9.782, 
270.976, 1, 0.00689677, 0.0555052, 9.78105, 
271.008, 1, 0.0174904, 0.00997625, 9.84249, 
271.04, 1, 0.0353275, 0.0394088, 9.71545, 
271.072, 1, -0.0618062, -0.0383537, 9.83471, 
271.104, 1, -0.0397764, -0.0137452, 9.80516, 
271.136, 1, 0.019857, -0.0297387, 9.82537, 
271.168, 1, -0.0287432, -0.0226711, 9.77542, 
271.2, 1, 0.0284132, -0.0319924, 9.82168, 
271.232, 1, 0.141807, -0.0318645, 9.8518, 
271.264, 1, 0.0594183, -0.0838229, 9.80465, 
271.296, 1, 0.00661857, 0.00781983, 9.79411, 
271.328, 1, 0.0149798, 0.0447458, 9.78331, 
271.36, 1, 0.0449197, 0.0493577, 9.85121, 
271.392, 1, -0.00144354, 0.0444426, 9.80493, 
271.424, 1, 0.0484506, 0.0516891, 9.87063, 
271.456, 1, 0.0487843, 0.0105452, 9.80711, 
271.488, 1, -0.111494, 0.0432489, 9.81986, 
271.52, 1, -0.037536, 0.0903661, 9.85459, 
271.552, 1, -0.0377696, 0.0529614, 9.95885, 
271.584, 1, -0.0501565, -0.0419309, 9.73196, 
271.616, 1, 0.0483376, 0.0709112, 9.72038, 
271.648, 1, -0.0709978, 0.0621206, 9.70745, 
271.68, 1, -0.0334948, -0.0233916, 9.84379, 
271.712, 1, 0.00394737, -0.0408368, 9.84392, 
271.744, 1, -0.0194731, 0.0193395, 9.90483, 
271.776, 1, -0.0987568, 0.0422455, 9.83233, 
271.808, 1, -0.0151742, 0.0274059, 9.86996, 
271.84, 1, -0.0205702, 0.158821, 9.77172, 
271.872, 1, -0.0490051, 0.0389522, 9.83298, 
271.904, 1, 0.0323151, -0.0806676, 9.82963, 
271.936, 1, 0.0512245, -0.0312759, 9.74204, 
271.968, 1, -0.0623284, 0.0331761, 9.74714, 
272, 1, -0.104193, -0.0323536, 9.8588, 
272.032, 1, 0.0210385, -0.0198575, 9.82184, 
272.064, 1, 0.0150049, -0.0413903, 9.75686, 
272.096, 1, -0.0593439, -0.00541082, 9.84438, 
272.128, 1, -0.0607674, -0.0575533, 9.79526, 
272.16, 1, -0.00749502, -0.0701042, 9.82865, 
272.192, 1, 0.00490398, -0.0413187, 9.76316, 
272.224, 1, 0.00400426, 0.0535282, 9.75391, 
272.256, 1, -0.0107925, -0.00821954, 9.98278, 
272.288, 1, 0.0120877, -0.0572994, 9.78704, 
272.32, 1, 0.0160549, -0.025233, 9.87101, 
272.352, 1, -0.0132523, -0.051001, 9.79459, 
272.384, 1, -0.0276742, -0.0115675, 9.82444, 
272.416, 1, 0.0305869, -0.0166968, 9.79483, 
272.448, 1, 0.00308383, -0.0369044, 9.84498, 
272.48, 1, -0.0379457, -0.000820271, 9.78743, 
272.512, 1, -0.0305788, -0.0648473, 9.83551, 
272.544, 1, -0.00643605, -0.00476021, 9.89635, 
272.576, 1, 0.0933497, -0.0169371, 9.74858, 
272.608, 1, -0.0618437, 0.0128664, 9.82857, 
272.64, 1, 0.00571579, 0.0113373, 9.77698, 
272.672, 1, 0.0624962, -0.00794748, 9.81154, 
272.704, 1, 0.0163319, -0.0129251, 9.76816, 
272.736, 1, -0.104786, 0.0397225, 9.8563, 
272.768, 1, -0.0496775, -0.037946, 9.80341, 
272.8, 1, -0.000207758, 0.0567224, 9.79547, 
272.832, 1, 0.0149005, -0.000598297, 9.78261, 
272.864, 1, 0.0437445, 0.00522386, 9.81056, 
272.896, 1, -0.0101822, -0.131633, 9.72402, 
272.928, 1, -0.0626592, 0.0303491, 9.84544, 
272.96, 1, 0.0968937, -0.0414828, 9.79144, 
272.992, 1, 0.0407256, -0.0519019, 9.82401, 
273.024, 1, 0.0281453, 0.0308446, 9.83642, 
273.056, 1, 0.108344, 0.0997206, 9.89898, 
273.088, 1, -0.0958687, -0.0151163, 9.77786, 
273.12, 1, 0.00382028, 0.0313669, 9.84131, 
273.152, 1, -0.0331656, -0.00989302, 9.78162, 
273.184, 1, 0.0470108, 0.0232413, 9.84363, 
273.216, 1, 0.0309741, 0.046815, 9.77364, 
273.248, 1, 0.103545, -0.0792807, 9.84276, 
273.28, 1, 0.0916237, 0.01766, 9.74662, 
273.312, 1, 0.0852091, 0.0215482, 9.85338, 
273.344, 1, -0.00916536, -0.15434, 9.86814, 
273.376, 1, -0.00686697, -0.0186185, 9.83031, 
273.408, 1, -0.0170878, -0.0607155, 9.83442, 
273.44, 1, -0.0437535, -0.00319852, 9.77869, 
273.472, 1, 0.0134663, -0.00590014, 9.81937, 
273.504, 1, -0.0190387, -0.0751402, 9.84183, 
273.536, 1, -0.0464794, -0.0655495, 9.79747, 
273.568, 1, -0.000498753, 0.0122373, 9.79123, 
273.6, 1, -0.0976125, -0.032085, 9.77308, 
273.632, 1, -0.0118194, -0.0131917, 9.84024, 
273.664, 1, -0.0584103, -0.0781545, 9.76627, 
273.696, 1, 0.0912027, 0.0562124, 9.76332, 
273.728, 1, 0.0734616, -0.080707, 9.79856, 
273.76, 1, 0.140498, -0.0679088, 9.81297, 
273.792, 1, -0.0348306, -0.0722134, 9.86857, 
273.824, 1, -0.059006, -0.0413302, 9.83138, 
273.856, 1, 0.0117648, 0.0368408, 9.91473, 
273.888, 1, -0.0055028, -0.0117149, 9.8926, 
273.92, 1, 0.0468994, -0.0564975, 9.79142, 
273.952, 1, -0.0850293, -0.0461633, 9.74643, 
273.984, 1, -0.10211, 0.0754437, 9.90859, 
274.016, 1, 0.027366, -0.0390881, 9.74067, 
274.048, 1, 0.00746872, -0.0160969, 9.81986, 
274.08, 1, -0.0645245, -0.025465, 9.83538, 
274.112, 1, -0.00739319, 0.0231061, 9.80522, 
274.144, 1, -0.00429673, 0.0425839, 9.87521, 
274.176, 1, -0.0389843, -0.0597058, 9.74893, 
274.208, 1, 0.110297, -0.0406136, 9.79131, 
274.24, 1, 0.0231593, -0.0455695, 9.82756, 
274.272, 1, -0.0665493, -0.00875553, 9.87638, 
274.304, 1, 0.105924, -0.0502066, 9.80687, 
274.336, 1, -0.0175585, 0.111105, 9.78365, 
274.368, 1, 0.0792534, 0.0121493, 9.72802, 
274.4, 1, -0.0798818, 0.117331, 9.7742, 
274.432, 1, 0.108467, 0.0552997, 9.84382, 
274.464, 1, 0.0601843, 0.00100901, 9.77124, 
274.496, 1, -0.0155601, -0.000273275, 9.80665, 
274.528, 1, 0.0459467, 0.0724031, 9.77818, 
274.56, 1, -0.0082631, -0.0064301, 9.87302, 
274.592, 1, -0.0522381, -0.061633, 9.84997, 
274.624, 1, -0.116768, -0.0355938, 9.79206, 
274.656, 1, 0.0774629, 0.0365503, 9.79864, 
274.688, 1, -0.00279377, 0.0765089, 9.78033, 
274.72, 1, -0.00135405, 0.0126987, 9.88197, 
274.752, 1, 0.0445534, 0.0151806, 9.80928, 
274.784, 1, -0.0118518, 0.0444044, 9.76024, 
274.816, 1, 0.0211038, 0.0171246, 9.90784, 
274.848, 1, 0.119076, 0.0139539, 9.85898, 
274.88, 1, 0.00908558, -0.0353349, 9.80998, 
274.912, 1, -0.033135, 0.0553164, 9.89478, 
274.944, 1, -0.0376671, -0.0947973, 9.81762, 
274.976, 1, -0.0108686, 0.0421613, 9.76284, 
275.008, 1, -0.0277561, 0.0123346, 9.78433, 
275.04, 1, 0.0653892, -0.0482906, 9.75614, 
275.072, 1, -0.0655221, -0.0528791, 9.75788, 
275.104, 1, -0.026281, -0.0188453, 9.7717, 
275.136, 1, 0.0153212, 0.0887399, 9.8148, 
275.168, 1, -0.0102734, 0.0438607, 9.96064, 
275.2, 1, -0.037284, 0.0349307, 9.8932, 
275.232, 1, -0.00771438, 0.0342454, 9.83362, 
275.264, 1, 0.0542356, -0.010308, 9.81135, 
275.296, 1, 0.00328046, 0.0723002, 9.81343, 
275.328, 1, -0.0374394, -0.117267, 9.85204, 
275.36, 1, -0.0381987, -0.0616776, 9.82719, 
275.392, 1, -0.0252274, 0.0503633, 9.78026, 
275.424, 1, -0.0737747, 0.0990765, 9.86881, 
275.456, 1, 0.0357025, 0.0570253, 9.83206, 
275.488, 1, 0.0336868, 0.0216866, 9.77234, 
275.52, 1, 0.0340284, 0.0064031, 9.75837, 
275.552, 1, -0.0234701, -0.0680987, 9.78912, 
275.584, 1, 0.0703476, -0.0361217, 9.69496, 
275.616, 1, -0.057028, 0.046496, 9.8203, 
275.648, 1, -0.071437, 0.0307635, 9.75198, 
275.68, 1, -0.0192687, 0.0732452, 9.85965, 
275.712, 1, -0.0721262, -0.0572593, 9.93222, 
275.744, 1, 0.0585865, -0.0816737, 9.7566, 
275.776, 1, -0.0130184, 0.0095739, 9.69966, 
275.808, 1, 0.0828335, -0.00958775, 9.80066, 
275.84, 1, -0.0513967, 0.126617, 9.84278, 
275.872, 1, 0.0444727, 0.0603038, 9.70805, 
275.904, 1, 0.0567756, -0.0115543, 9.86296, 
275.936, 1, 0.0935034, -0.0456934, 9.81966, 
275.968, 1, -0.0144546, -0.035437, 9.81666, 
276, 1, 0.00903338, -0.00167138, 9.7787, 
276.032, 1, 0.00422759, -0.0331085, 9.77386, 
276.064, 1, 0.0519573, 0.0558779, 9.95, 
276.096, 1, 0.0279361, 0.057898, 9.83344, 
276.128, 1, 0.110645, 0.0689212, 9.79408, 
276.16, 1, -0.034257, -0.0456414, 9.80733, 
276.192, 1, 0.0374134, 0.0297764, 9.77033, 
276.224, 1, 0.0512624, -0.0867479, 9.91041, 
276.256, 1, -0.0417159, -0.0874046, 9.79101, 
276.288, 1, 0.110572, 0.0388524, 9.80932, 
276.32, 1, 0.00466362, -0.0349058, 9.80354, 
276.352, 1, 2.22647e-06, 0.0255168, 9.78897, 
276.384, 1, 0.0228076, 0.0421612, 9.90375, 
276.416, 1, 0.0255057, -0.0869813, 9.82411, 
276.448, 1, 0.00581502, -0.0570662, 9.85552, 
276.48, 1, 0.0981691, 0.0401429, 9.74941, 
276.512, 1, 0.0512121, 0.0133061, 9.81223, 
276.544, 1, 0.000386447, 0.00185711, 9.89729, 
276.576, 1, 0.0465014, 0.0469643, 9.85694, 
276.608, 1, 0.079015, -0.0252019, 9.86797, 
276.64, 1, 0.0623241, -0.0258524, 9.88903, 
276.672, 1, 0.0781137, -0.00664005, 9.81388, 
276.704, 1, -0.0834265, -0.12914, 9.76449, 
276.736, 1, -0.0216851, -0.0272289, 9.744, 
276.768, 1, -0.074605, -0.0634983, 9.80801, 
276.8, 1, -0.031706, -0.0369904, 9.7746, 
276.832, 1, -0.0456201, -0.089693, 9.87441, 
276.864, 1, -0.0367704, 0.058295, 9.80816, 
276.896, 1, 0.0177428, 0.0502579, 9.87327, 
276.928, 1, 0.0889762, 0.0853299, 9.8013, 
276.96, 1, -0.0805538, -0.0335548, 9.83408, 
276.992, 1, 0.0348699, 0.0185516, 9.8665, 
277.024, 1, 0.00484003, 0.0873699, 9.82446, 
277.056, 1, -0.0405005, -0.100811, 9.85531, 
277.088, 1, -0.092294, -0.0138046, 9.79291, 
277.12, 1, 0.0394241, 0.0267548, 9.82906, 
277.152, 1, -0.023666, -0.0947296, 9.78886, 
277.184, 1, 0.057998, 0.0609217, 9.79556, 
277.216, 1, -0.0317, -0.0437621, 9.79774, 
277.248, 1, 0.075296, -0.0392203, 9.8367, 
277.28, 1, 0.0894587, 0.0284472, 9.82025, 
277.312, 1, 0.0557425, -0.0106715, 9.85463, 
277.344, 1, 0.0421829, -0.0302763, 9.74737, 
277.376, 1, 0.079023, 0.0258155, 9.78373, 
277.408, 1, 0.0582874, 0.0294166, 9.80821, 
277.44, 1, 0.00947264, -0.0296104, 9.86903, 
277.472, 1, 0.0985808, -0.0148897, 9.74665, 
277.504, 1, -0.0254346, -0.063479, 9.92011, 
277.536, 1, 0.0276789, 0.0361205, 9.73901, 
277.568, 1, -0.0794592, -0.0224026, 9.84863, 
277.6, 1, -0.0486179, 0.112465, 9.77386, 
277.632, 1, -0.0129924, 0.113441, 9.76, 
277.664, 1, -0.0771074, 0.0740369, 9.77728, 
277.696, 1, -0.0698857, 0.0674838, 9.90657, 
277.728, 1, 0.00339417, 0.00837594, 9.87604, 
277.76, 1, 0.0857052, -0.0380984, 9.73525, 
277.792, 1, -0.0697557, 0.0217736, 9.75796, 
277.824, 1, 0.0578925, -0.0243953, 9.81426, 
277.856, 1, -0.00359754, 0.0443449, 9.73808, 
277.888, 1, 0.0493078, 0.0463826, 9.83233, 
277.92, 1, -0.0259797, -0.113382, 9.86656, 
277.952, 1, 0.0147564, 0.0438495, 9.74635, 
277.984, 1, 0.0226987, -0.0236181, 9.8209, 
278.016, 1, -0.0238359, -0.013313, 9.83326, 
278.048, 1, 0.028304, 0.0758907, 9.7859, 
278.08, 1, -0.0601441, -0.0711113, 9.75513, 
278.112, 1, 0.00613942, -0.0821248, 9.78354, 
278.144, 1, 0.00679115, -0.00309491, 9.76549, 
278.176, 1, 0.0541368, -0.00735355, 9.72628, 
278.208, 1, -0.0247484, 0.0140817, 9.8106, 
278.24, 1, -0.0375899, -0.00501632, 9.75552, 
278.272, 1, 0.0948841, -0.127883, 9.84068, 
278.304, 1, 0.0786179, 0.0342997, 9.88051, 
278.336, 1, 0.0577966, 0.024505, 9.72594, 
278.368, 1, 0.0324383, 0.010871, 9.81832, 
278.4, 1, -0.00240727, -0.135, 9.72299, 
278.432, 1, -0.0487412, -0.0490458, 9.79211, 
278.464, 1, 0.0115931, -0.0262142, 9.87443, 
278.496, 1, 0.10017, -0.0494381, 9.81764, 
278.528, 1, 0.0213133, -0.0263151, 9.76967, 
278.56, 1, 0.075277, 0.0410602, 9.81947, 
278.592, 1, -0.0627341, -0.0263475, 9.87703, 
278.624, 1, 0.0191532, -0.0378917, 9.89235, 
278.656, 1, -0.0552408, -0.0256191, 9.78419, 
278.688, 1, -0.0402561, -0.0307924, 9.78865, 
278.72, 1, -0.00963509, -0.0806624, 9.82682, 
278.752, 1, 0.0475866, 0.102071, 9.85268, 
278.784, 1, -0.0306538, -0.012957, 9.82078, 
278.816, 1, 0.0685939, 0.096594, 9.81912, 
278.848, 1, 0.0150571, 0.0337623, 9.76552, 
278.88, 1, 0.0528696, 0.0570656, 9.80368, 
278.912, 1, 0.0587458, 0.0385109, 9.77872, 
278.944, 1, 0.0462489, 0.000886109, 9.80723, 
278.976, 1, -0.0349618, -0.0071538, 9.87113, 
279.008, 1, 0.00568664, -0.0501833, 9.79276, 
279.04, 1, 0.0377193, -0.105888, 9.8519, 
279.072, 1, 0.0474595, -0.0177966, 9.69205, 
279.104, 1, -0.0376359, 0.0408877, 9.74094, 
279.136, 1, 0.0291162, -0.0600619, 9.78728, 
279.168, 1, -0.0295568, 0.0822192, 9.80079, 
279.2, 1, -0.0088846, 0.00920954, 9.76165, 
279.232, 1, -0.0486358, -0.00432058, 9.80018, 
279.264, 1, 0.0237558, 0.0157742, 9.80914, 
279.296, 1, 0.0667052, -0.0509699, 9.80517, 
279.328, 1, -0.0459588, -0.032487, 9.86295, 
279.36, 1, 0.0384898, -0.0107882, 9.83285, 
279.392, 1, -0.00640966, 0.00783326, 9.69958, 
279.424, 1, -0.0454704, -0.00648969, 9.8455, 
279.456, 1, -0.00954701, 0.0141576, 9.83052, 
279.488, 1, 0.0303501, 0.00409688, 9.79689, 
279.52, 1, 0.00303016, -0.0891413, 9.74189, 
279.552, 1, -0.00569334, 0.0510882, 9.9028, 
279.584, 1, -0.00437939, -0.0489834, 9.81325, 
279.616, 1, -0.0315968, -0.00910574, 9.79121, 
279.648, 1, 0.0773816, -0.0782039, 9.81059, 
279.68, 1, -0.0194216, -0.0548234, 9.78843, 
279.712, 1, 0.0784569, 0.0311586, 9.73315, 
279.744, 1, -0.0334905, 0.0799916, 9.73234, 
279.776, 1, -0.0179718, -0.0299236, 9.80133, 
279.808, 1, 0.0386359, 0.0407619, 9.77396, 
279.84, 1, -0.0822695, 0.0422703, 9.81065, 
279.872, 1, 0.0600452, -0.0333791, 9.89896, 
279.904, 1, 0.0760453, -0.0291522, 9.89479, 
279.936, 1, 0.027658, -0.033282, 9.79835, 
279.968, 1, -0.00548311, 0.0914905, 9.82904, 
280, 1, 0.0117941, -0.0254407, 9.81623, 
280.032, 1, 0.145987, -0.0665715, 9.84539, 
280.064, 1, -0.000535323, 0.00498696, 9.84893, 
280.096, 1, 0.0386425, 0.0861909, 9.78408, 
280.128, 1, -0.028409, -0.062598, 9.77574, 
280.16, 1, 0.0707924, 0.0238362, 9.88053, 
280.192, 1, 0.0208759, -0.0150065, 9.77802, 
280.224, 1, 0.0605514, -0.120754, 9.73073, 
280.256, 1, -0.036648, -0.051423, 9.67981, 
280.288, 1, 0.015604, -0.00297958, 9.82232, 
280.32, 1, 0.00661975, 0.0662594, 9.75656, 
280.352, 1, -0.052355, 0.00866558, 9.72751, 
280.384, 1, -0.0248233, -0.0375249, 9.80119, 
280.416, 1, -0.0681682, 0.00910981, 9.83286, 
280.448, 1, 0.0139573, 0.0216447, 9.78272, 
280.48, 1, 0.114556, -0.0239437, 9.86158, 
280.512, 1, 0.0207798, 0.00976635, 9.84613, 
280.544, 1, -0.0812237, -0.0504763, 9.74499, 
280.576, 1, -0.0364382, 0.025709, 9.82531, 
280.608, 1, -0.0385976, 0.027902, 9.81769, 
